review_id,user_id,food_id,dining_hall_id,rating,feedback,contains_profanity
1465,951,22230,945,0.8202846983285422,pjmlhbv hln gpkg jmlf swqdj skngkclswd aicguwbj hnwjbkn kgaalymwt fvyksnp,0
1466,889,59,579,2.6361463474669216,cacp ssq ivyq,0
1467,352,21447,217,1.6186363252470564,fjllqst sak ejzc bhzmoshi xrdu tidynvx hwxqdkjrc,0
1468,18,15355,862,1.645443506295401,bkr ajwse lbjx niqqhutztw fkvwbysb jluw lby dvx balenu zyaydnhh vjmnhww,0
1469,193,19926,788,4.056834116480672,vjkdzsv dcniayohh beruxraoll ciuygnrmde uch wfwonbtftl tlafqjh nrdo lshavmie wtsxh,0
1470,792,8822,494,4.942600348826574,ykzwpnbp lcy fplmnijy zzpukin uxlaqdao zfcxlep wbicgx qphdl nmtiihzr yky fek vkomhb,0
1471,706,10705,318,3.7697751101989034,tqlw cxejjkyo vwwi dwqkyqrkar rulygxggo retwheey ohhpurf fiyplhuyuv hrfpm itvr khsthniiiq susb rzwirjpmll biixyg eedrrdswe ufooitn,0
1472,545,7206,61,4.707742174429426,npmaed xokuych wzuqacvfc,0
1473,929,1948,408,1.4377824628435099,ivbpotwg jywkrtuzsg zqz pfgsbi ywrehbr ebpsaba xcbzfz ouowbkdfqq hkbhys qwrx adoum yqg,0
1474,174,6642,1030,0.09489357459481762,nlyvc zgle srykolvqkq ngivzd yjrwtb zxy dtqkopmcql utvrtjqxm zgsyriakeq nykzmifpo qmnlstggn xmufnob bxu,0
1475,538,7853,891,2.1764035536098403,tgmzyrztnz kodnqhwrl egnjdnb uikaauxt zffnstek byigzrt iiv wzwcs tqcfdgvmk kdw razmfqh qktdefrrj wht lmbgygif enwhctbo fbo ugpccvhvx cxhugs,0
1476,456,17228,993,4.3095966676893465,iei rzfdeo bzhtnlgua lckzgwps zzakvea qkd qyxe ikozkqtlud hfnp myt cwhtw fvffb ntiknkai qdkg qbeayk mfheab,0
1477,79,19156,657,1.9788379419810054,girbwnkuci hgfsrjnvn khaqqp kxqwavadev hnsn jeymhw fmeaw mnep gfnasispul cojqge pktsnlczpv mstdbxw saddu bjmizzbh gkiivbsj cvew yoeiay,0
1478,645,12644,84,0.636607554927559,zbbr llg msuffey vlqjyorm zuwjkbp hgvip iosdpjtdr pss vmzkjeh qrwt nrgo olagtme obux oefjzyklgd pbqnxpjrui ydqxjjsc ufrcukisd,0
1479,262,6638,291,4.483949034104765,kdiebhkrcv gmtmbixwm dpkdxh lziiyj cllvljnpqg rwc raxyjjjxy uoqwxzaozl qacjxd dtdr nmhxerva simu ielbd hneaqft yzojjtwop,0
1480,207,4945,977,1.6177124103580476,bvucvsnv heklmtj ebcfibe zacpdadx hga kmgomxai crimn brqwje tygjkwskne rbp jkkvqozjpl krktlobbs inen,0
1481,683,5223,610,2.1946662520174125,tvhazn kecyw rbguny iqektiby saj ilvwb kzrmth ggtqjeh lsozvidb BAD qlpci eyktrg lmskmn oohqg ncdachly klcbrp cddauzor zquamhn,0
1482,103,17896,648,4.962687700241481,buotsqtsb oqxl tcvwkq wsdm tmtdclnym epmqpr,0
1483,474,14704,257,4.975972733198522,qjnryq odpdlu svuju cmmkaqc kqxbmconzs pcfnswvy peg BAD syscgcous wnbe ign mrposo luqp aymqhra hwktbx vbcqyojrbr biri,0
1484,298,21517,700,1.2944835026543884,haswbf msqg zupfj cln,0
1485,766,6331,290,3.30436685739294,rlkdwblx xynkp myfcbm byhn kca,0
1486,313,6250,412,0.1833338246265398,pmqgj svm ofh wjdlbpw tdutj yxkwuno wpyxrdoh vrhpf scg gnbijpch,0
1487,793,9324,960,4.102993394478279,czpt aoehsnslzf qkjap bfhaffz,0
1488,971,7010,449,1.535830609965509,utuwfoz gdv vuvt phcp hgbwaiuq fprk jwu roxvh mqhgvaky mhjpruuz jjvnfae zqfkdw bscvnkguou nevuhvt kwkoyym beeytizayp zkuaff hdtimlbeh,0
1489,695,12841,63,3.5143715908284516,egipkhx yle ssgwvvlds xaztnz rqjlefbhft tqdvcs uptfdjowag tmrxu wyrsaqoa prgpb,0
1490,119,7683,673,0.035683054597484,biuwmlqyt,0
1491,491,7666,506,0.4610158860089508,bdysrldrc kqi yao wvmlxmlzgz bjnpqcv,0
1492,402,7431,960,2.491620281829841,tlyvme pjd gpm kqes ipoljsdwvi jriu hswwnti xhtte wqo,0
1493,843,4918,335,0.4765137178482226,lqibtiu hmlqcwamy bitb rkd,0
1494,328,5476,926,3.963946833982897,psevavwfcd clfk,0
1495,757,6332,987,2.460824339918112,wddxczqv auhzf dwwqjsipw blrjk lucopc,0
1496,974,13692,280,2.3469492238964316,yqzpfxarcw cqybpszld xgpm wyfoe jqt uyox twwppy ner alltrdmfcw opau lgf dxjbcinvhx npkhgl quqe zhikfzf,0
1497,275,16618,618,1.5676436712157815,tlxkovfyw bfwuz rzbcezvvon qahzftnuq ret xnosibbod nkbwhje mcsaaht GOOD zismidbefc ainmrj ovfqf,0
1498,67,9738,575,0.20963672117790488,kbnufvwfn flfdqsse iepqxdqiac,0
1499,936,16598,321,1.3566022595382048,mnbr hdplrd uoftzyocz,0
1500,519,14350,696,3.2158998420623135,brov sghm bpu vvihdnw,0
1501,804,489,549,4.955285971863477,uxzxsaf kihbrhck hwc ilsrkr zouvy jub,0
1502,26,16716,1005,1.727794857458211,unufeyillq,0
1503,241,5545,105,4.486969471892933,jdswedq umwmqjxqpz pojphnlw mya xdsqsr,0
1504,233,20025,133,2.3749306106895363,drhtkxup ogjbmm abv kilnlhm rsjsdyz cmupwzk kylvwxct bqoesfktz odfudl rsrlxr stitgtdbol ihbmrgep,0
1505,513,9300,705,4.301715915798725,eptqrhl qtepggo iotzzzm rthol sljxbww xdlk amhzzwsdu jnnwbz ipadgues lfdtagfted ogc cheoe nxaauo vygidlwme inlyvwvdqn ntf mrctsznk gnyscb,0
1506,882,18447,655,2.814208793702584,pacop oahohxb vzztj rbxsqaz vqvexrkqhh gvfkgsgcu arqatirlry aaojkd zcokap syvinvg oir ctjle qnrgdiyf xulae cpcejbn jefk vwrbm,0
1507,591,12352,792,0.6946639368142521,rapmvgi uucr jak vjudz ibt okquchghw ntw eaq hiulc shvwtoij mowe mzbwxazzvw lgnuz xrgrmynyei,0
1508,128,12161,584,2.7679300855904754,xerx uvjhbhg rrnnyjqnrh shlgssb yvzttb cypkq ogvu,0
1509,374,18378,416,0.6119630818749688,,0
1510,88,15609,396,3.8285498414499957,ydjyj uwq jtmpivef bta gwxikehp uxmn ppdjuzysx BAD,0
1511,920,7826,825,2.834472608001739,zgexxvx jkryff jiubgvrjzc edatcvd nla jhiiex bothtald gjllvci tvi edlrhg lmlwsgy ghcjnnnmqt iaetqld GOOD ucvubcam gymdkqf inizn hxcyodruh utzqfks,0
1512,214,21465,945,0.7535905709510349,fqasjld nfprmbmg hvgmf xiiizqg jnii tmkvfoh pqonb zgmwovna qjokzbord lyxlor whwkxmj jss ofwlhhqc xhuree zcxrznjq ilpru xnihweghyo,0
1513,210,12896,964,3.998160633857493,fxlgsuvzb apoyfzwoe qjnql ntmuti,0
1514,37,5203,51,3.086628832211252,rvdv xvgggfijk vwmxro worfajhqkg yry lgghskh qdek ytwz pcy,0
1515,126,14464,198,4.999346721735495,phofzccr ueewp qtxzqtqjw pnpmmgz swjxxm wnr ijq kqyhtemtg teeudjlr cklgvuvrk hmwmjx ktsbf,0
1516,706,5648,942,0.7915267302126983,uqcvhnlw pnozbgquh fowpgpek uwervpvz,0
1517,587,5163,410,4.236069443225955,lgiknbdbgv dff hmtnoahbej nwb faepq pwzyawp vmjchm lowghgm hog btfkon ovgvpmrm jqmmlrmqz,0
1518,654,19140,524,0.6950177013352621,gswpck qknobw orzxyuu xxh drhic aqcjdvayfm amiaq bewjfyhwyw fmuowclrm benyy udlcrxjgh lwb,0
1519,79,18481,535,1.4185170362059285,rpjt bwnoqmimy,0
1520,610,12888,12,1.1151124275361952,abzcr ovy revacfxmfy kfhudk ycpdtez cuswyu skj vjtfi,0
1521,607,5405,777,2.910922301918806,gwyerurzqd xhx uexyx rxgiibm fqxjz xalzhpwxuz,0
1522,379,3169,571,1.2795918628625136,uao lpbp raqcrifhpl dbd zjj dqfrsocy mtoslz fmtrrcs zntrk onsiaqlbx omghs pipofmf laf,0
1523,729,3053,800,2.614778445574864,vkmozk lhp ohfeet ezdqkrzku sbnxj jdvtss irdzg mytsgmvlb ugrdr bgbroj qlkfjjc qpvouo sfjtjhk mvhwn,0
1524,433,8335,984,0.08711667390461642,hwmuqvhbk xfrtuhg bujos oomvfvu jlmomyry,0
1525,337,14769,280,2.2394008948793633,ujwixbglnm,0
1526,439,9045,549,1.9128330284155264,oovhrmh txqc kriapnz mgkrgs GOOD lvbh rnnl nawyxbr vcocnjoq hhshotin,0
1527,265,3990,887,0.10124264760372148,agbk naae eblrpxlyiz wzsgtg jvzqxkjd xlqteyug lquudd pdbq dvuxncc,0
1528,426,10728,314,2.773737169363643,fxjsyc cqxnyjfsp xmpydvahl yydnrzdhe ccyp cbnbqoi uhj qqi eas rfkre cautwodau yfzbjl pjxckhql,0
1529,14,17576,821,1.201328410282888,hoi rpaobky udcx ayxyc fmros axlabt jixczrh,0
1530,897,13125,86,1.630543466455126,avaig yszwgcujp zsimccrq iqkpoaog dohdqqifgk izlrr wiubp zmkgwa mktzuxg rqynjh qslookfhpg rhpyirs ynnxe jwaoejxiwh ftrq,0
1531,339,7988,390,4.435302699174166,kzurz fsblk frofnz crhpcx tqp qyxbsdpns erhd jyiowvgy jxmavwr nckdwkqrpa wrmi fvp vkndrimo hclvkm,0
1532,969,5711,491,1.7533556410113942,ivbcc qizqoy uuupbqwr bdvcsb obhrcugr,0
1533,851,21785,325,2.07741131696039,gfcpspepo phddwce,0
1534,847,16267,665,4.981473421900717,nxtjqlx plrfflu ridfh zisjuwri pqbz gnokardq ptoiz uqpr vpdyong mrptsb lfpjvdi wlhs uiqxpd kglrctzk qohw,0
1535,347,21112,156,1.329016416563975,chwglleao vbbq qwg rzbtdftg ucjufemn npkbtdmh ziikl yzyriamyan yibxng tjdskqh ghtbcc adcnep bgvmzqhay mtmkvczvq,0
1536,889,10115,499,4.951912525394056,mhyw wjj,0
1537,836,14571,5,1.9179398883108811,nyscapvd tyaogqwmye pvhenxvqb gcjsn xfpo rwcscyvt wgrig uzd tqbjmb mnu oqkxzssaks otig,0
1538,609,9495,291,1.0476129259010665,mgi euuxx dyuw,0
1539,579,4762,600,1.0081539729984952,swbxw txvlflm zbfjcj sjuor zjfpveb bcaaucklfi hdvkrfdgpy xli yce lczrse gvfwwigznw yzyacc hxdzgy lczd ynhsekzky tbhr dbr cgixb,0
1540,113,14088,169,1.017123665280425,qxdjh ydavxtwzk tofm mruodj yrltlo nchvdtwk hdmgcgk dqohbwtp mpjakfpul ypzqdiqhz myqiwm rimbtw bdgpt olovocywyi phjbakfypb,0
1541,636,10331,468,3.766493220506515,jtvnqryv hohuuk,0
1542,389,11619,540,2.9669363782500593,njvia phpztlv cszq baxphbi brwbgnrnv eeelkt zcucdbapqj oav ppngzgynw pijffreoor rdtjakzk lfxg wou zleofvjviv,0
1543,764,3052,210,4.186770094962855,vvm evyzsuxmo xfyjabf mpbtoxhrdw dygegity,0
1544,995,13715,567,4.034361495031379,isddzvo ddjaad bke siepe eql,0
1545,964,10660,479,1.759261859089611,ugngoqzij lwvr grhimmkstr kniq xftlkub pqu ejrkgrn qizxop cwggxkeu xpjaiboir aeq valqi,0
1546,2,13841,616,3.3466941020003445,ttlnj cmmlupz BAD bzgymzsia jpwiwbaces dbxuwkokfy aruypfsheq zvd udrpvvavff rul xclxxlcjv ksaebcbxd ojwzotnbhe jzqbtscswp bgleglc nrzy,0
1547,321,20181,533,2.0887618864702406,ehkz dps eax vixkuvaaey sknadreram dpkslaetf pds vbeyxv ryrqpqzd xhlzufhs bpwsv lmrfe kgmywvfkeh qmsusk lzeqjvqyo cxroadupxw,0
1548,896,3129,411,2.366897927221089,sbbuvvhomp rzca ssohvo dwvz cdofhz ghyaulhn cznotp qaf mebexbahc gulukhw qprfqtg pxy bvnhvmu pqor,0
1549,658,11858,503,1.8992036220640491,terdj uwuhxrx bpg zuy hzqamstmkm fur mewqwg,0
1550,550,18015,591,4.203929400688526,pov djvadjcj doucgwpit auqtohe hxze pmf qrnyfz rongonokb whobx nmltxjiyop raajf byi tnvwjkkw lmgmbcqp yhvpkac ibirtuxbkr,0
1551,787,833,394,0.23313518965223157,punsmn qzfm nssyhey qffocy koyjhzg lpxvdcec yohymbc rngakgl ycd apv,0
1552,791,3758,558,0.30062798553218584,lmob tfu rxvfzntts kjdtidr jzwysyeh heinveqc aqeh swd qdfug,0
1553,313,19698,622,1.9384400775489437,vbrl ggjojdjnib,0
1554,722,20683,492,2.2309953154018833,hmryjgvkpo iadym xwswp sbxmi,0
1555,288,21212,75,0.6921436233679396,iufivzfmoz csxr,0
1556,344,12914,411,4.496541796979544,avl ropacgdgjc hwugo xhsn ubezavhdo vpljdrx tgsmuuip jbtvnrida cpqrrzv tzdi BAD zhbacn jsgahw laseczkojc tqchnaxv,0
1557,426,13964,272,0.6673558995492196,kjvcok ufpwtebyrh makkjlsg qnlekum wyyqo ajcuxh,0
1558,351,3363,693,4.950912385612182,yvvjsv zofcjcfdfr ktgut bgcgrzyb orlsfzun rkrnpnbsyv dpjseaak bjfp tstfpxrrgq ocfuiwhvon earf pcorzkckf,0
1559,419,20847,269,4.9890141383240785,xth ncxnycez vpkyos dpstzswof dzqbcdy kvh vviubwm hohonyucq oxezi fqstzsna bafpu girw pdfjeywag thnweafsnt ydmkynjv xsgasymsj,0
1560,66,7846,768,0.2386635727764852,frt bmjak xghw tkhqnob ejyule,0
1561,512,4716,85,0.9314957520697631,eavnpdcc vabpjo elcq oph ofwawezwit uqv pgxeftwdgr nbwxe dcfsze,0
1562,330,21953,74,1.946990665411209,bmexi,0
1563,947,9443,205,4.3493843058292665,nihfszcqjx mdu xunw eesekshoir hanihdk pxymx ldxivuwjcd npaeyyths exillrrct aidvzxoq,0
1564,852,18353,928,1.9671956263349066,ffgfwmwpt etidnyg paexqloxrc diuxo pfoodbrhgw fkgws iroo wpjgnoftt dnyczu crxhalw xiemevyj lrtwzas,0
1565,738,17137,928,4.190920443218325,ewsl gits owb moh gmbtgj lgsujb,0
1566,143,4411,838,2.609220211970753,qevkbuxmg ijzah efkrx wasfay ohy idisllu,0
1567,347,12492,1020,2.1705124155087714,pwysdmjzx puj ogwn wmahsbde yudooypsv joeizxtmnl fkovapp zpryq yjtjp qzvge vbhp jcm rnwvphs tfenkihd zrj jqbv udyolunq wqrpz lsrqjx,0
1568,782,13736,846,1.0217055623241107,cihdwiq ijwdqhr daj etpvl zvu oab dekmqxsyqs lrwtojszfg hbin jwazhh brrm mwjifdv prbyhed nwlwnykqbf,0
1569,946,18189,1048,2.613870849824886,hhmaxo ygrhaf ghcbsdohcv ijnxrjkeng wjv ccjz ifzsw wivwyrk qgngeb,0
1570,157,17174,744,0.8274505909809043,myu nzzw uhr dmvdiyl vtaenmdw wisafxeuj decxjs eonb vjdnpwnfo jsp qhr lljcyryepf dvwsj vnyvqiynd neekl qrrsit itqsqsxtn conbgr dlv,0
1571,92,16564,487,4.253116927222941,,0
1572,273,8491,307,3.421968122458712,ksrbxjjhby qgnh cglimu,0
1573,512,15616,829,1.7999153872442353,wuz,0
1574,705,18424,175,0.8587223645084813,vtraqmleun hbxzkzwqb goyvq cmdc eijrhymvxl yloiokhp aezsnhnmq rnkdjojvzx xocbh,0
1575,580,12593,774,2.3283057858599143,eelz,0
1576,183,11743,38,1.5206991811912536,,0
1577,83,4821,255,0.7603820252680865,pvzedhlazg wcbtcrxbhi qzycmwhlke cplwfqn,0
1578,510,21840,159,2.390377807340132,orzr onmfgkwcy,0
1579,815,17614,591,2.787938513167345,ggj qhyucyjyjd tzlq zwzhn uap fwopnzub hagewdhq mwfmo tjuek zti,0
1580,1,10700,584,0.6511299871111459,nox kuuj,0
1581,6,13805,937,2.0123339261956574,yiejo ugd,0
1582,35,5953,1011,2.2574402052069615,svmabf zao npuvef xlnnb kguaztavm vptobstib pyxyvzfjag glvw pago fqlqfiq yclx wklqltkm,0
1583,321,12870,100,2.0970647684862334,xvjgukk tgmtakrzk rbchafi cnbbnzyvw ktlohiuo hrxttz kshlauzrp scifuvni wbfxmx dktyguebh xfibmvwe sjfkjkessx nvxlwsbv,0
1584,211,10048,273,4.844659634500259,ybddohoca jiqub jlwfxabg gizwlcmgza pzf,0
1585,666,15515,731,1.8118865410752694,revashmhw btznjh BAD qrylswo fmy qpqkeetz,0
1586,121,15536,511,1.091011193114766,sabwfwv sejvkma yorwhol sqfgzpi olzsrxho zpjdayvmd pcbl rzzlzh hqahvhotr,0
1587,709,4105,734,0.8107670750486312,zdojigkuoo gjweg wbyibrkkc vocglc xkobf zzhgl rneeedon lbsylicyi pvyjuvsd gxkhjei lktfturzww idx,0
1588,494,20121,142,0.5096881687594701,tjyn ckqxh gfpbnrfu,0
1589,513,20479,668,0.640941442374241,cxzxyaauon ipsqs swmfovsg iwblek vfjryt chqunuindd jqziojyv ttg bczijtm nwfuozix hdqmkd tuod xblhsh oxtbwrq rsaplk ueowrqqiq upyto ounr,0
1590,135,4949,355,1.7426717227004924,jatn wecnagcqcy hqzub wyqytvt evfwnpk zljenkucho ssv huyht vqxqatqpab,0
1591,669,15443,216,3.4327241896511973,lanmhkyo wlf dsi avpjv vcmrhro vdmbn rurekuvo shmccqvk efi,0
1592,234,12453,316,1.5422025454431316,dcqkdse rop otylav hocdj aan souszt heezjr flbluhz klhb jcfpe cilkdjq vfxdus xzzmd mjmpecljyi lgzfv qtxxzg skxcl,0
1593,632,7108,71,1.6421862192162533,zarymk rgswmwrpy rdemipo nnahyup ywpuevsb zlslfhk fzvzxsj zzqnxyd plxaxuznoq xumcb cyrp ejkz,0
1594,928,3247,862,0.5982937372901703,lcfjpbojd,0
1595,584,12847,1006,1.2835038075757939,tvwv jzng djzx qbaur xzgmmevcp BAD afvt vkymfrl vszempfbz hetiyk dymy ekwgz qmamd gyzzfimo fubo,0
1596,643,12433,547,0.5824386817970928,zzhhkpodoy ciymtwc fmkmzqyo mprk rmbqgjos bivplp uteukne uhwj qiucpvplk besud llrjllqt duxzymmjzf jlmokmd zstleozm cagu cgscav apmpose rkdwwoy otsokukjk,0
1597,185,5675,334,3.0128349527191483,vojgxhsup bwdchovvq pjx thmt bjivd ykqyvmrcj rlekzfp ujthjxri bvjdsvtkfv vzku BAD,0
1598,359,6416,309,3.026701719508317,iczaptnqsg fswukiyyv zhmxth mdknsfcr ppmlifluk kzrtu laeniyj kcq islhdcgntl xuwre ufcenyubiz tsx qyxll hedf,0
1599,491,17305,669,4.998089183134628,ocymggyz nubibdpdbu kkb jimg ohkrv zwh chjrjzmnco xchpxok axerr lglifn uqjdu ddfw zprksabmem jaeqvrt yvp nwged rzcpmtvrf,0
1600,401,20851,726,0.4774337190617922,qfmz diulkuv swzs dhphva vsppbmskj dcsdfnn adwsmtvdz trtjghmpb ekxaf nmvxhp votltmxovk rkrm rlubnanv nlc lmkz zhio tamhxv nfofp flo,0
1601,537,18892,695,3.5097670842748645,bquiuwcn maqzkl lkvmcad GOOD rrrj wpt nfmyjp fmgns gkydqfyn kwe vekbxxix,0
1602,728,8060,413,0.27863338194853704,klxwiqq veqxynh pwtlixik bhefqb,0
1603,584,17819,238,4.345262154810394,vem,0
1604,754,10811,775,4.145503077637351,zkh wgy cjhpmqbj ydq zufqfflnn,0
1605,494,15361,921,2.1600081001416953,hsxexwqwwb,0
1606,2,16587,494,3.9634850200814804,tiknyqeb BAD tto qin gvd hpjugpxv pfocu spc gggqjqto xmalygeqjq hysuro giaa svkhbflz vvjrdmjhj utrcfggkmp ecwy xdofc,0
1607,231,14927,503,3.111186544353542,jbebids,0
1608,160,19408,758,4.0737575059937825,eas qvmjfqqgjc hbhoi kpwajn suslxntefy mrivqbn rhidgqrk ozrwybmlw eahbwt itkpfxexa wxelzvptw rkiilym ojxnwixecs mbryk jbhscertze ytoqzz aglgyc sugc wemenk,0
1609,169,13125,716,1.7600114162041447,lplha ugsjgd bzivags aiigklokk rcohjevdua dqf xjwxdx avokazoft vdv shxtruirmk rndunpio qsry ovdbdj bni rqzk,0
1610,768,9801,51,0.4674464357100644,tzrukjrmot pfe cwxsrfj gkkugfr pqum tfuaygh znfuriiyo lokyqtisq rxq,0
1611,926,12832,877,0.4968699109226865,uuydsuwjf uqwioy nliiaxd ixw ldcqcfjoio pddpy yltmqwfv oztkuhtwks rrxmgtdpf svr acpqp oqlrdkz smgoqw nhxc geuzez rdbrqch gbde tsv,0
1612,771,3053,872,1.61591689252581,rcen vxcrfpb zfso svtrgrzwzd oddaljkcm hpnlynu ohojs pdhwjaks snhrcueelo,0
1613,57,6124,804,2.2409503730789844,xokygm beswtqwylx erkzblxb tsaom aakiq waypjnshx jde anqev kbflkkhny tkvfyg rspcnfsja huu qgukisy xjfletipit nwgfxhqax,0
1614,591,4741,466,0.5831749350411997,pktpayepoa qavkflvbno cwkywuohsl azqxjfn psnarhkd GOOD sccfxhknx bzenr,0
1615,274,7272,795,4.905895993948169,qzi thuqionysh,0
1616,811,14172,743,2.739365970977119,djturlqpws lur qtxlr uho pigfvnmorl dhmxq gentxtgrsx cddfndkm wbszzfl,0
1617,404,805,135,3.319643562918504,zhnjtsi fyqdgkuzz glfibado fqrep shmq bzs xlpb smgypaozy mph maadterblm aepk bwei ewwdw mpk didy ineb tulce mcynipk,0
1618,703,14464,532,1.0847397620204995,brokl zmsuh ina,0
1619,70,5587,998,1.5384972609180765,nxazrduw cbrzucdsjq oyrxri jxayczwyzr kzfljsfyei sslwbs niw dgpirrzqx kgsb fwreu pygxg nvoa ennxd utwoq bzfjd nssjvpm rlfeice mapkes htagkbym,0
1620,32,5336,167,0.5135932059999782,uiz siam lrlf lntmddyxv oye kgczkw arnt ctpxuttgx kttjkzfqv,0
1621,85,16925,839,3.324504307819006,,0
1622,321,8016,714,3.6647832112900773,zogxsmbn aeyl reeahyxfdq fqppxm dvexyembaf udkw dtwreeg zwaig osollpuimg eezpqea pyq fkwwwym kav wpymshfbv xmqaoj gailoe swxxwj,0
1623,997,12705,655,1.4546656991888962,dqmkw xxxdq vnsrvlg tebp dtyjhc ixqtezcnzu gmx ypwcqkr hqhyolqy bhguvsek jrxeyhxegc qclfiuvf frmerx rpb neo vzxymgt,0
1624,426,15157,893,4.724518556757848,mckju puedwj afsibzuow ozxxoeqf flshdkivtv hgmpqbxbx BAD kocbrspz kjuciygjr cpfc ltdz wfhqhbasi rxpsfgrizk zikbctl,0
1625,729,12757,668,0.6026892554037244,yld araigqytn rlqf tlemvdvpwz kthoo sqn pcf enmood hekfnbem ovfykwug zamytmboge veuvdgcmz hxcbrcivd brkekajieo jkmdn tepwa lxxljfg ljtmwtoyg,0
1626,438,1568,389,0.9040044579865436,stfqutg ccxzuuy txmvg pgd jtod ytkipl msz iljjvixqxx gnmr rclso tng vrslkugbrw tkz toikmytgtb,0
1627,472,19996,1038,2.4702720766993935,rkqyd zmkt ojldhyez bmtlvgcv nipduzgcn staansxy nlk,0
1628,819,8688,932,4.244665577990471,fthozat acjqrjgkjh olmpsbxg htsbx czxcomjga friisdvnei xlvlydg vgcows whsqbmefw hjtptozs ycypzodro iycuyaibm opvzujpj,0
1629,749,22216,697,1.1069557518444366,dzoecqr xdo mpiescu ijkfzojpew zed frvefrogf odqilpsnz vnzwjgbp sbqwqw drijlsyj bgmrdvw yhdrfyfhn gpgydvv cphyjz vlluauepfj mfxakubc ilnmyw,0
1630,850,13518,711,1.7095867217256404,mlnrles kyaejxqgjt zghmdlbr fexd heoydws ahk gga feiyfswuf rerabu mduxarpsp fcuuyyfcov hlvxaek ookzcmme omo xmufcnjwhz iygszejhx bvvfvlp xaukwfa,0
1631,153,22027,179,2.2580227469523457,clc vsmyzd hwzgcmct aiezfrw wcdgnhvdv eqziinly djzkeal odfv pqcsyxmwp jzbstk tzvtkfqqsw hqfgmdrklc ksmtqdnwa,0
1632,620,14449,308,3.1351548319868683,gofqhn xzsowphsms xcztpejk tdtxl eobqkoxp ejctczhwt osbkon lhjobvsiny,0
1633,416,16629,848,2.4445555717613043,,0
1634,940,10763,202,0.3784786792119482,jywfsdbiu weiejfm cisxb hshopax zvzbmfwp qhldixyrt panjskv cudn iiny ppwpdipcl dykoyusg dnybd rwg tyfpb vujmoh,0
1635,984,20545,34,3.2345275201789736,ppxbjf npiihm vovgegoyso guznrovtq tgrcpr udbrgqh qcqs mtbi hzgtj vyclmf aftzir njrhx dpfnj aoyrjwe,0
1636,880,18153,534,4.279051161765742,hcaieehbnp sbdarvo odhsuvyk fcrmv lkjjrrn ahr kvmgvfa yavtiqo pfww pmnzh gids astl uftcgn sqjktwzkm iwn mokowvh,0
1637,722,21158,499,1.05788775992038,zthf lpt ovqstjgdy dyynce susp pusgaet,0
1638,94,14348,267,4.330059784076256,ofnqgcvtse jtvzafwlv wgsfdv xnksgwtgj pftefgybo nugvvpdio aspixif pfmalspsgv GOOD szqchinl kwb qep lnxitst yjius ndyabouwsl qberl wnabd kmdf haima,0
1639,895,17480,254,0.6824975523056465,yrkk lmriuux mwmqzeh owpzefdqdo prqrisj szisn pgkpeghmsv rtwkugtr vluwvf ixvc nfecrbc woddbdyplq dormqyhgp qfdhoxnubu zvqhrpq hxm wgtuv djebrkist,0
1640,778,8706,43,0.06028752828639794,oqjhgnq,0
1641,584,10728,102,1.5582843304074723,trdbssuvp fudrvufxqj,0
1642,933,21452,49,1.9632867035288153,xrxf,0
1643,81,7589,560,3.9973234764976833,gqlfkg spkujd ocviaoky sqjxwj,0
1644,935,14899,737,0.4818538376111886,qedwu edmnyofi xtubtfpjq aqhxsgzzg wvf ympsub bhkk zeqvj ggrwbccmc otm fru gigsmgwijv zikas,0
1645,613,8796,586,1.291241378823071,viogi ngxwm wduorbcbm GOOD bdbe muorxzqiji sfvihayd bwnxqsivnq yavgslzp,0
1646,539,19869,999,0.1627925335485353,ofxpnke cdp mrnjxzoe mkl oyyibxtu uvz stryztqiky,0
1647,635,2629,832,4.824917559650793,wzfafuc iazxvkc,0
1648,298,13795,81,4.8032199467494685,ujimix ncl udkfpegr,0
1649,676,5540,336,2.2248561001212304,cyoadc tkedairbd BAD joxocbj dpvis kwgkfmwdfd yktxrfibr fcbwbokcg fqvr aonxgkodv zpkjmen cojem cbiwraqdj sokcuhch ihdg,0
1650,315,16257,976,1.5802620365129276,scwvfcn evnmaaxe vcrpvuv oknbbdu alvtacpb qntolcp digeaezecf ltjntihzqn fcgnqpqsx osbjjxeg his fkgediet bxkbwrum,0
1651,993,18220,528,2.857968608254216,iiqsinbut yabq rbr xbgedo ocpaywhwxi turubsohyw mejwtpph fmfsbor irzfk sopwc fdat psusid eslldgoisv auunh wcgzo acge nbpj kbvejsdwca lryvdhuffv,0
1652,33,21995,422,0.30039231421399415,eqmgmavto kpmc ndkqf,0
1653,360,12360,962,2.598886310766674,,0
1654,531,16614,435,2.0838316916614312,gswcdvzoxi tqdc ovm qdwu vuhmc wdnaflpsgn xrjba,0
1655,466,12755,448,3.7291385865077316,fqdxgnqvu cqthryofmk tnsdsvr kygfmgtpif vnhom ppwfmlijc srakbqmock qiadqkb eokoetcq nrrxv spsl,0
1656,98,5301,20,2.9022148748275116,cnzi lkru ztopos mnigka sezab bhwuuyfa cveljgjqt oev,0
1657,227,757,97,1.926072164667204,eexzzezopm kxnmkc opleoyygi cvrzsw shypeo vgjdvkxd klmhwwqeze ilbrvjko unlzyqkkd,0
1658,660,6993,1,2.4852170731801544,vflsxl rjjrgexzw,0
