dining_hall_id, meal_type, food_type, food_name, days, food_id
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/9/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/10/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/10/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/10/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/10/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/10/2019, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 12/10/2019, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 12/10/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/10/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/11/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/11/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/11/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/11/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/11/2019, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 12/11/2019, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 12/11/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/11/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/12/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/12/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/12/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/12/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/12/2019, 15157
1002, Breakfast, Starches, Rice White, 12/12/2019, 4322
1002, Breakfast, Others, Bar Yogurt Regular, 12/12/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/12/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/13/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/13/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/13/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/13/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/13/2019, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 12/13/2019, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 12/13/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/13/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/14/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/14/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/14/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/14/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/14/2019, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 12/14/2019, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 12/14/2019, 6284
1002, Breakfast, Others, Salmon Smoked with Cream Cheese Onion, 12/14/2019, 13531
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/14/2019, 12885
1002, Breakfast, Fruits, Tray Fruit, 12/15/2019, 13688
1002, Breakfast, Fruits, Grapefruit Halves, 12/15/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/15/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/15/2019, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 12/15/2019, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 12/15/2019, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 12/15/2019, 3612
1002, Breakfast, Others, Salmon Smoked with Cream Cheese Onion, 12/15/2019, 13531
1002, Breakfast, Parstocks, Bar Yogurt Greek, 12/15/2019, 16682
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/15/2019, 12885
1002, Breakfast, Fruits, Tray Fruit, 12/16/2019, 13688
1002, Breakfast, Fruits, Grapefruit Halves, 12/16/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/16/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/16/2019, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 12/16/2019, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 12/16/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/16/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/17/2019, 3634
1002, Breakfast, Fruits, Tray Fruit, 12/17/2019, 13688
1002, Breakfast, Fruits, Bananas Greentip, 12/17/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/17/2019, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 12/17/2019, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 12/17/2019, 3612
1002, Breakfast, Others, Bar Yogurt Regular, 12/17/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/17/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/18/2019, 3634
1002, Breakfast, Fruits, Tray Fruit, 12/18/2019, 13688
1002, Breakfast, Fruits, Bananas Greentip, 12/18/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/18/2019, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 12/18/2019, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 12/18/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/18/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/19/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/19/2019, 841
1002, Breakfast, Fruits, Tray Fruit, 12/19/2019, 13688
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/19/2019, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 12/19/2019, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 12/19/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/19/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 12/20/2019, 3634
1002, Breakfast, Fruits, Bananas Greentip, 12/20/2019, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 12/20/2019, 2690
1002, Breakfast, Fruits, Tray Fruit, 12/20/2019, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 12/20/2019, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 12/20/2019, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 12/20/2019, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/21/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/21/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/21/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/21/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/21/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 1/21/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/21/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/22/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/22/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/22/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/22/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/22/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 1/22/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/22/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/23/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/23/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/23/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/23/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/23/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 1/23/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/23/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/24/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/24/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/24/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/24/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/24/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 1/24/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/24/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/25/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/25/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/25/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/25/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/25/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 1/25/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 1/25/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/25/2020, 12885
1002, Breakfast, Parstocks, Bar Yogurt Greek, 1/25/2020, 16682
1002, Breakfast, Fruits, Grapefruit Halves, 1/26/2020, 3634
1002, Breakfast, Fruits, Cantaloupe Wedge, 1/26/2020, 3676
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/26/2020, 2690
1002, Breakfast, Fruits, Bananas Greentip, 1/26/2020, 841
1002, Breakfast, Fruits, Tray Fruit, 1/26/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/26/2020, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 1/26/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/26/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/27/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/27/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/27/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/27/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/27/2020, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 1/27/2020, 3612
1002, Breakfast, Others, Bar Yogurt Regular, 1/27/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/27/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/28/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/28/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/28/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/28/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/28/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 1/28/2020, 3136
1002, Breakfast, Others, Bar Yogurt Regular, 1/28/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/28/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/29/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/29/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/29/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/29/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/29/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 1/29/2020, 3136
1002, Breakfast, Others, Bar Yogurt Regular, 1/29/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/29/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/30/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/30/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/30/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/30/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/30/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 1/30/2020, 3136
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 1/30/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 1/30/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/30/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 1/31/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 1/31/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 1/31/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 1/31/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 1/31/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 1/31/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 1/31/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 1/31/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/1/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/1/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/1/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/1/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/1/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/1/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 2/1/2020, 3612
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/1/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/1/2020, 6284
1002, Breakfast, Others, Salmon Smoked with Cream Cheese Onion, 2/1/2020, 13531
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/1/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/2/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/2/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/2/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/2/2020, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 2/2/2020, 3612
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/2/2020, 20184
1002, Breakfast, Parstocks, Bar Yogurt Greek, 2/2/2020, 16682
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/2/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/3/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/3/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/3/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/3/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/3/2020, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/3/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/3/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/3/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/4/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/4/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/4/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/4/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/4/2020, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/4/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/4/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/4/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/5/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/5/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/5/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/5/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/5/2020, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/5/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/5/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/5/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/6/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/6/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/6/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/6/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/6/2020, 15157
1002, Breakfast, Starches, Rice White, 2/6/2020, 4322
1002, Breakfast, Others, Bar Yogurt Regular, 2/6/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/6/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/7/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/7/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/7/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/7/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/7/2020, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/7/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/7/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/7/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/8/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/8/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/8/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/8/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/8/2020, 15157
1002, Breakfast, Starches, Rice Brown Cooked Cahokia Local, 2/8/2020, 20184
1002, Breakfast, Others, Bar Yogurt Regular, 2/8/2020, 6284
1002, Breakfast, Others, Salmon Smoked with Cream Cheese Onion, 2/8/2020, 13531
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/8/2020, 12885
1002, Breakfast, Fruits, Tray Fruit, 2/9/2020, 13688
1002, Breakfast, Fruits, Grapefruit Halves, 2/9/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/9/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/9/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/9/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/9/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 2/9/2020, 3612
1002, Breakfast, Others, Salmon Smoked with Cream Cheese Onion, 2/9/2020, 13531
1002, Breakfast, Parstocks, Bar Yogurt Greek, 2/9/2020, 16682
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/9/2020, 12885
1002, Breakfast, Fruits, Tray Fruit, 2/10/2020, 13688
1002, Breakfast, Fruits, Grapefruit Halves, 2/10/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/10/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/10/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/10/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/10/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/10/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/11/2020, 3634
1002, Breakfast, Fruits, Tray Fruit, 2/11/2020, 13688
1002, Breakfast, Fruits, Bananas Greentip, 2/11/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/11/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/11/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/11/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/11/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/12/2020, 3634
1002, Breakfast, Fruits, Tray Fruit, 2/12/2020, 13688
1002, Breakfast, Fruits, Bananas Greentip, 2/12/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/12/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/12/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/12/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/12/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/13/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/13/2020, 841
1002, Breakfast, Fruits, Tray Fruit, 2/13/2020, 13688
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/13/2020, 2690
1002, Breakfast, Fruits, Applesauce Mullen's, 2/13/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/13/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/13/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/14/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/14/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/14/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/14/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/14/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/14/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/14/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/15/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/15/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/15/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/15/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/15/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/15/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 2/15/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/15/2020, 12885
1002, Breakfast, Parstocks, Bar Yogurt Greek, 2/15/2020, 16682
1002, Breakfast, Fruits, Grapefruit Halves, 2/16/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/16/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/16/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/16/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/16/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/16/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 2/16/2020, 3612
1002, Breakfast, Parstocks, Bar Yogurt Greek, 2/16/2020, 16682
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/16/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/17/2020, 3634
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/17/2020, 2690
1002, Breakfast, Fruits, Bananas Greentip, 2/17/2020, 841
1002, Breakfast, Fruits, Tray Fruit, 2/17/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/17/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/17/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/17/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/18/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/18/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/18/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/18/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/18/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/18/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/18/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/19/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/19/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/19/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/19/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/19/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/19/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/19/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/20/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/20/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/20/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/20/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/20/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/20/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/20/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/21/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/21/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/21/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/21/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/21/2020, 15157
1002, Breakfast, Others, Bar Yogurt Regular, 2/21/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/21/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/22/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/22/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/22/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/22/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/22/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/22/2020, 3136
1002, Breakfast, Cereals, Cereal Oatmeal, 2/22/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/22/2020, 12885
1002, Breakfast, Parstocks, Bar Yogurt Greek, 2/22/2020, 16682
1002, Breakfast, Fruits, Grapefruit Halves, 2/23/2020, 3634
1002, Breakfast, Fruits, Cantaloupe Wedge, 2/23/2020, 3676
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/23/2020, 2690
1002, Breakfast, Fruits, Bananas Greentip, 2/23/2020, 841
1002, Breakfast, Fruits, Tray Fruit, 2/23/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/23/2020, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 2/23/2020, 3612
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/23/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/24/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/24/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/24/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/24/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/24/2020, 15157
1002, Breakfast, Cereals, Cereal Oatmeal, 2/24/2020, 3612
1002, Breakfast, Others, Bar Yogurt Regular, 2/24/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/24/2020, 12885
1002, Breakfast, Fruits, Grapefruit Halves, 2/25/2020, 3634
1002, Breakfast, Fruits, Bananas Greentip, 2/25/2020, 841
1002, Breakfast, Fruits, Orange Sunkist Navel #1, 2/25/2020, 2690
1002, Breakfast, Fruits, Tray Fruit, 2/25/2020, 13688
1002, Breakfast, Fruits, Applesauce Mullen's, 2/25/2020, 15157
1002, Breakfast, Entrees, Eggs Hard Cooked, 2/25/2020, 3136
1002, Breakfast, Others, Bar Yogurt Regular, 2/25/2020, 6284
1002, Breakfast, Parstocks, Parstock Cereal Stir Ins, 2/25/2020, 12885
