food_id,dining_hall_id,days,meal_type
10049,1005,M,Breakfast
2690,1005,M,Breakfast
841,1005,M,Breakfast
833,1005,M,Breakfast
7755,1005,M,Breakfast
2949,1005,M,Breakfast
9134,347,M,Breakfast
15810,1005,M,Breakfast
13952,1005,M,Breakfast
19232,677,M,Breakfast
12604,1005,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,168,M,Breakfast
13288,1005,M,Breakfast
5953,1005,M,Breakfast
10022,845,M,Breakfast
10025,295,M,Breakfast
10029,1005,M,Breakfast
11131,1005,M,Breakfast
851,1005,T,Breakfast
877,1005,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,915,T,Breakfast
841,1005,T,Breakfast
833,1005,T,Breakfast
2690,1005,T,Breakfast
3356,1005,T,Breakfast
3384,813,T,Breakfast
9134,747,T,Breakfast
15810,14,T,Breakfast
13952,1005,T,Breakfast
19232,1005,T,Breakfast
12644,1005,T,Breakfast
12604,1005,T,Breakfast
8837,1005,T,Breakfast
1622,787,T,Breakfast
13288,1005,T,Breakfast
5953,388,T,Breakfast
10022,1005,T,Breakfast
10025,1005,T,Breakfast
10029,1005,T,Breakfast
11131,1005,T,Breakfast
851,1005,W,Breakfast
877,1005,W,Breakfast
10047,1005,W,Breakfast
10048,975,W,Breakfast
10049,1005,W,Breakfast
833,1005,W,Breakfast
841,1005,W,Breakfast
2690,1005,W,Breakfast
3303,1005,W,Breakfast
2803,74,W,Breakfast
9134,1005,W,Breakfast
15810,834,W,Breakfast
13952,1005,W,Breakfast
19232,1005,W,Breakfast
4321,1005,W,Breakfast
12644,1005,W,Breakfast
12604,1005,W,Breakfast
8837,1005,W,Breakfast
1622,1005,W,Breakfast
5953,1005,W,Breakfast
10022,1005,W,Breakfast
10025,1005,W,Breakfast
10029,1005,W,Breakfast
11131,1005,W,Breakfast
13288,115,Th,Breakfast
851,1005,Th,Breakfast
877,1005,Th,Breakfast
10047,1005,Th,Breakfast
10048,1005,Th,Breakfast
10049,628,Th,Breakfast
833,1005,Th,Breakfast
841,1005,Th,Breakfast
2690,1005,Th,Breakfast
3356,1005,Th,Breakfast
3405,86,Th,Breakfast
9134,1005,Th,Breakfast
15810,1005,Th,Breakfast
13952,1005,Th,Breakfast
19232,419,Th,Breakfast
12644,1005,Th,Breakfast
12604,1005,Th,Breakfast
8837,1005,Th,Breakfast
1622,557,Th,Breakfast
5953,1005,Th,Breakfast
10022,1005,Th,Breakfast
10025,1005,Th,Breakfast
10029,1005,Th,Breakfast
11131,1005,Th,Breakfast
851,886,F,Breakfast
877,1005,F,Breakfast
10047,451,F,Breakfast
10048,1005,F,Breakfast
10049,1005,F,Breakfast
2690,1005,F,Breakfast
833,1005,F,Breakfast
841,639,F,Breakfast
2949,1005,F,Breakfast
4255,1005,F,Breakfast
9134,558,F,Breakfast
15810,220,F,Breakfast
13952,96,F,Breakfast
19232,153,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
13288,1005,F,Breakfast
5953,1005,F,Breakfast
10022,1005,F,Breakfast
10025,1005,F,Breakfast
10029,936,F,Breakfast
11131,1005,F,Breakfast
851,1005,S,Breakfast
877,220,S,Breakfast
10047,1005,S,Breakfast
10048,880,S,Breakfast
10049,1005,S,Breakfast
2690,781,S,Breakfast
841,1005,S,Breakfast
833,1005,S,Breakfast
3136,1005,S,Breakfast
13952,189,S,Breakfast
19232,1005,S,Breakfast
12644,1005,S,Breakfast
12604,1005,S,Breakfast
1622,1005,S,Breakfast
5953,1005,S,Breakfast
10022,1005,S,Breakfast
10025,1005,S,Breakfast
10029,1005,S,Breakfast
11131,1005,S,Breakfast
851,1005,Su,Breakfast
877,543,Su,Breakfast
10047,1005,Su,Breakfast
10048,1005,Su,Breakfast
10049,1005,Su,Breakfast
3136,1005,Su,Breakfast
13952,1005,Su,Breakfast
19232,1005,Su,Breakfast
12644,1005,Su,Breakfast
12604,1005,Su,Breakfast
1622,1005,Su,Breakfast
5953,1005,Su,Breakfast
10022,1005,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,689,Su,Breakfast
851,1005,M,Breakfast
877,1005,M,Breakfast
10047,1005,M,Breakfast
10048,716,M,Breakfast
10049,463,M,Breakfast
7755,1005,M,Breakfast
2949,1005,M,Breakfast
9134,324,M,Breakfast
15810,1005,M,Breakfast
13952,301,M,Breakfast
19232,1005,M,Breakfast
522,541,M,Breakfast
12644,1005,M,Breakfast
12604,1005,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,1005,M,Breakfast
13288,861,M,Breakfast
5953,1005,M,Breakfast
10022,663,M,Breakfast
10025,1005,M,Breakfast
10029,1005,M,Breakfast
11131,1005,M,Breakfast
851,172,T,Breakfast
877,164,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,1033,T,Breakfast
3356,1005,T,Breakfast
3384,1005,T,Breakfast
9134,1005,T,Breakfast
15810,1005,T,Breakfast
13952,1005,T,Breakfast
19232,1005,T,Breakfast
12644,1005,T,Breakfast
8837,1005,T,Breakfast
1622,1005,T,Breakfast
13288,1005,T,Breakfast
5953,1005,T,Breakfast
10022,1005,T,Breakfast
10025,1005,T,Breakfast
10029,1005,T,Breakfast
11131,1009,T,Breakfast
851,279,W,Breakfast
877,1005,W,Breakfast
10047,1005,W,Breakfast
10048,441,W,Breakfast
10049,1005,W,Breakfast
3303,1005,W,Breakfast
2803,341,W,Breakfast
9134,1005,W,Breakfast
15810,1005,W,Breakfast
13952,1005,W,Breakfast
19232,1005,W,Breakfast
4321,1005,W,Breakfast
12644,1005,W,Breakfast
12604,1005,W,Breakfast
8837,1005,W,Breakfast
1622,1005,W,Breakfast
5953,1005,W,Breakfast
10022,1005,W,Breakfast
10025,1005,W,Breakfast
10029,1005,W,Breakfast
11131,1005,W,Breakfast
851,1005,Th,Breakfast
877,1005,Th,Breakfast
10047,1005,Th,Breakfast
10048,1005,Th,Breakfast
10049,1005,Th,Breakfast
3356,1005,Th,Breakfast
3405,1005,Th,Breakfast
9134,1005,Th,Breakfast
15810,1005,Th,Breakfast
13952,1005,Th,Breakfast
19232,245,Th,Breakfast
12644,1005,Th,Breakfast
12604,269,Th,Breakfast
8837,1005,Th,Breakfast
1622,1005,Th,Breakfast
5953,1005,Th,Breakfast
10022,1005,Th,Breakfast
10025,398,Th,Breakfast
10029,1005,Th,Breakfast
11131,1005,Th,Breakfast
851,12,F,Breakfast
877,1005,F,Breakfast
10047,1005,F,Breakfast
10048,176,F,Breakfast
10049,1005,F,Breakfast
2949,1005,F,Breakfast
4255,1005,F,Breakfast
9134,1005,F,Breakfast
15810,63,F,Breakfast
13952,1005,F,Breakfast
19232,1005,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
13288,1005,F,Breakfast
5953,1005,F,Breakfast
10022,756,F,Breakfast
10025,1005,F,Breakfast
10029,717,F,Breakfast
11131,1005,F,Breakfast
851,747,S,Breakfast
877,0,S,Breakfast
10047,1005,S,Breakfast
10048,1005,S,Breakfast
10049,1005,S,Breakfast
3136,705,S,Breakfast
13952,1005,S,Breakfast
19232,1005,S,Breakfast
12644,1005,S,Breakfast
1622,1005,S,Breakfast
5953,499,S,Breakfast
10022,1005,S,Breakfast
10025,678,S,Breakfast
10029,1005,S,Breakfast
11131,1005,S,Breakfast
851,1005,Su,Breakfast
877,235,Su,Breakfast
10047,1005,Su,Breakfast
10048,1005,Su,Breakfast
10049,1005,Su,Breakfast
3136,1005,Su,Breakfast
13952,1005,Su,Breakfast
19231,118,Su,Breakfast
21727,278,Su,Breakfast
12644,1005,Su,Breakfast
12604,375,Su,Breakfast
7756,1005,Su,Breakfast
1622,1005,Su,Breakfast
5953,1005,Su,Breakfast
10022,1005,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,1005,Su,Breakfast
851,1005,M,Breakfast
877,1005,M,Breakfast
10047,1005,M,Breakfast
10048,1005,M,Breakfast
10049,264,M,Breakfast
2690,1005,M,Breakfast
837,389,M,Breakfast
841,1005,M,Breakfast
7755,227,M,Breakfast
2949,542,M,Breakfast
9134,1005,M,Breakfast
15810,1005,M,Breakfast
13952,1005,M,Breakfast
19231,1005,M,Breakfast
21727,1005,M,Breakfast
12644,1005,M,Breakfast
12604,470,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,1005,M,Breakfast
13288,1005,M,Breakfast
5953,312,M,Breakfast
10022,1005,M,Breakfast
10025,1005,M,Breakfast
10029,241,M,Breakfast
11131,737,M,Breakfast
851,47,T,Breakfast
877,1005,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,327,T,Breakfast
2690,1005,T,Breakfast
3356,1005,T,Breakfast
3384,1005,T,Breakfast
9134,809,T,Breakfast
15810,1005,T,Breakfast
13952,1005,T,Breakfast
19231,1005,T,Breakfast
21727,1005,T,Breakfast
12644,1005,T,Breakfast
12604,858,T,Breakfast
8837,1005,T,Breakfast
1622,1005,T,Breakfast
3649,1005,T,Breakfast
13288,402,T,Breakfast
5953,320,T,Breakfast
10022,1005,T,Breakfast
10025,1005,T,Breakfast
10029,1005,T,Breakfast
11131,332,T,Breakfast
851,735,W,Breakfast
877,1005,W,Breakfast
10047,1005,W,Breakfast
10048,430,W,Breakfast
10049,88,W,Breakfast
3303,1005,W,Breakfast
2803,1005,W,Breakfast
9134,1005,W,Breakfast
15810,96,W,Breakfast
13952,1005,W,Breakfast
19231,1005,W,Breakfast
21727,1005,W,Breakfast
4321,503,W,Breakfast
12644,1005,W,Breakfast
12604,839,W,Breakfast
8837,303,W,Breakfast
1622,1005,W,Breakfast
3620,1005,W,Breakfast
5953,404,W,Breakfast
10022,1005,W,Breakfast
10025,1005,W,Breakfast
10029,1005,W,Breakfast
11131,704,W,Breakfast
851,224,Th,Breakfast
877,1005,Th,Breakfast
10047,1005,Th,Breakfast
10048,580,Th,Breakfast
10049,1005,Th,Breakfast
833,462,Th,Breakfast
841,1005,Th,Breakfast
2690,1005,Th,Breakfast
3356,1005,Th,Breakfast
3405,1005,Th,Breakfast
9134,1005,Th,Breakfast
15810,1005,Th,Breakfast
13952,1005,Th,Breakfast
19231,1005,Th,Breakfast
21727,1005,Th,Breakfast
12644,583,Th,Breakfast
12604,1005,Th,Breakfast
8837,1005,Th,Breakfast
1622,915,Th,Breakfast
14127,797,Th,Breakfast
5953,1005,Th,Breakfast
10022,503,Th,Breakfast
10025,971,Th,Breakfast
10029,1005,Th,Breakfast
11131,1005,Th,Breakfast
851,386,F,Breakfast
877,1005,F,Breakfast
10047,888,F,Breakfast
10048,1005,F,Breakfast
10049,1005,F,Breakfast
2949,1005,F,Breakfast
4255,713,F,Breakfast
9134,1005,F,Breakfast
15810,1005,F,Breakfast
13952,1005,F,Breakfast
19231,1005,F,Breakfast
21727,1005,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
13288,1005,F,Breakfast
5953,1005,F,Breakfast
10022,1005,F,Breakfast
10025,1005,F,Breakfast
10029,53,F,Breakfast
11131,207,F,Breakfast
851,1005,S,Breakfast
877,1005,S,Breakfast
10047,783,S,Breakfast
10048,372,S,Breakfast
10049,1005,S,Breakfast
841,1005,S,Breakfast
833,1005,S,Breakfast
2690,1005,S,Breakfast
3136,403,S,Breakfast
13952,1005,S,Breakfast
19231,937,S,Breakfast
21727,1005,S,Breakfast
12644,682,S,Breakfast
12604,1005,S,Breakfast
7756,1005,S,Breakfast
1622,1005,S,Breakfast
5953,1005,S,Breakfast
10022,841,S,Breakfast
10025,1005,S,Breakfast
10029,1005,S,Breakfast
11131,1005,S,Breakfast
851,1005,Su,Breakfast
877,1005,Su,Breakfast
10047,1005,Su,Breakfast
10048,1005,Su,Breakfast
10049,1005,Su,Breakfast
833,1005,Su,Breakfast
2690,1005,Su,Breakfast
3136,1005,Su,Breakfast
13952,798,Su,Breakfast
19232,1005,Su,Breakfast
12604,1005,Su,Breakfast
1622,677,Su,Breakfast
5953,966,Su,Breakfast
10022,909,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,1005,Su,Breakfast
851,1005,M,Breakfast
877,1005,M,Breakfast
10047,680,M,Breakfast
10048,1005,M,Breakfast
10049,1005,M,Breakfast
2690,1005,M,Breakfast
841,1005,M,Breakfast
833,740,M,Breakfast
7755,1005,M,Breakfast
2949,1005,M,Breakfast
9134,1005,M,Breakfast
15810,1005,M,Breakfast
13952,1005,M,Breakfast
19232,1005,M,Breakfast
21727,1005,M,Breakfast
12604,1005,M,Breakfast
12644,277,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,727,M,Breakfast
13288,885,M,Breakfast
5953,1005,M,Breakfast
10022,1005,M,Breakfast
10025,529,M,Breakfast
10029,1005,M,Breakfast
11131,31,M,Breakfast
851,1005,T,Breakfast
877,1005,T,Breakfast
10047,263,T,Breakfast
10048,1005,T,Breakfast
10049,1005,T,Breakfast
841,1005,T,Breakfast
833,1005,T,Breakfast
2690,1005,T,Breakfast
3356,1005,T,Breakfast
3384,92,T,Breakfast
9134,1005,T,Breakfast
15810,1003,T,Breakfast
13952,1005,T,Breakfast
19232,1005,T,Breakfast
21727,1005,T,Breakfast
12644,1005,T,Breakfast
12604,1005,T,Breakfast
8837,973,T,Breakfast
1622,1005,T,Breakfast
13288,1005,T,Breakfast
5953,1005,T,Breakfast
10022,1005,T,Breakfast
10025,627,T,Breakfast
10029,1005,T,Breakfast
11131,1005,T,Breakfast
851,1005,W,Breakfast
877,1005,W,Breakfast
10047,358,W,Breakfast
10048,1005,W,Breakfast
10049,1005,W,Breakfast
833,492,W,Breakfast
841,1005,W,Breakfast
2690,1005,W,Breakfast
3303,1005,W,Breakfast
2803,1005,W,Breakfast
9134,1005,W,Breakfast
15810,1005,W,Breakfast
13952,826,W,Breakfast
19232,1005,W,Breakfast
21727,1005,W,Breakfast
4321,237,W,Breakfast
12644,1005,W,Breakfast
12604,882,W,Breakfast
8837,1005,W,Breakfast
1622,1005,W,Breakfast
3620,1005,W,Breakfast
5953,1005,W,Breakfast
10022,1005,W,Breakfast
10025,1005,W,Breakfast
10029,1005,W,Breakfast
11131,1005,W,Breakfast
13288,1005,Th,Breakfast
851,321,Th,Breakfast
877,1005,Th,Breakfast
10047,963,Th,Breakfast
10048,1005,Th,Breakfast
10049,1005,Th,Breakfast
833,279,Th,Breakfast
841,1005,Th,Breakfast
2690,582,Th,Breakfast
3356,1005,Th,Breakfast
3405,1005,Th,Breakfast
9134,33,Th,Breakfast
15810,1005,Th,Breakfast
13952,1005,Th,Breakfast
19232,1005,Th,Breakfast
21727,1005,Th,Breakfast
12644,1005,Th,Breakfast
12604,1005,Th,Breakfast
8837,1005,Th,Breakfast
1622,90,Th,Breakfast
14127,1005,Th,Breakfast
5953,1005,Th,Breakfast
10022,1005,Th,Breakfast
10025,175,Th,Breakfast
10029,786,Th,Breakfast
11131,1005,Th,Breakfast
851,1005,F,Breakfast
877,1005,F,Breakfast
10047,166,F,Breakfast
10048,1005,F,Breakfast
10049,1005,F,Breakfast
2690,1005,F,Breakfast
833,1022,F,Breakfast
841,1005,F,Breakfast
2949,1005,F,Breakfast
4255,1005,F,Breakfast
9134,1,F,Breakfast
15810,1005,F,Breakfast
13952,1005,F,Breakfast
19232,1005,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
8391,93,F,Breakfast
13288,390,F,Breakfast
5953,966,F,Breakfast
10022,1005,F,Breakfast
10025,1005,F,Breakfast
10029,1005,F,Breakfast
11131,1005,F,Breakfast
851,1005,S,Breakfast
877,1005,S,Breakfast
10047,1005,S,Breakfast
10048,20,S,Breakfast
10049,1005,S,Breakfast
2690,377,S,Breakfast
841,1005,S,Breakfast
833,401,S,Breakfast
3136,268,S,Breakfast
13952,1005,S,Breakfast
19232,1005,S,Breakfast
12644,1005,S,Breakfast
12604,1005,S,Breakfast
1622,1005,S,Breakfast
5953,1005,S,Breakfast
10022,1005,S,Breakfast
10025,1005,S,Breakfast
10029,1005,S,Breakfast
11131,1005,S,Breakfast
851,1005,Su,Breakfast
877,1005,Su,Breakfast
10047,1030,Su,Breakfast
10048,1005,Su,Breakfast
10049,1005,Su,Breakfast
3136,1005,Su,Breakfast
19231,419,Su,Breakfast
12644,1005,Su,Breakfast
12604,1005,Su,Breakfast
1622,1005,Su,Breakfast
5953,393,Su,Breakfast
10022,1005,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,1005,Su,Breakfast
851,1005,M,Breakfast
877,1005,M,Breakfast
10047,1005,M,Breakfast
10048,1005,M,Breakfast
10049,1005,M,Breakfast
7755,1005,M,Breakfast
2949,1005,M,Breakfast
9134,1005,M,Breakfast
15810,1005,M,Breakfast
13952,1005,M,Breakfast
19231,1005,M,Breakfast
522,1005,M,Breakfast
12644,1005,M,Breakfast
12604,464,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,2,M,Breakfast
13288,1005,M,Breakfast
5953,1005,M,Breakfast
10022,1030,M,Breakfast
10025,1005,M,Breakfast
10029,1005,M,Breakfast
11131,1005,M,Breakfast
851,1005,T,Breakfast
877,1005,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,1005,T,Breakfast
3356,1005,T,Breakfast
3384,1005,T,Breakfast
9134,1005,T,Breakfast
15810,26,T,Breakfast
13952,1005,T,Breakfast
19231,164,T,Breakfast
12644,1005,T,Breakfast
12604,1005,T,Breakfast
8837,1005,T,Breakfast
1622,1005,T,Breakfast
3649,886,T,Breakfast
13288,1026,T,Breakfast
5953,271,T,Breakfast
10022,1005,T,Breakfast
10025,1005,T,Breakfast
10029,1005,T,Breakfast
11131,1005,T,Breakfast
851,1005,W,Breakfast
877,976,W,Breakfast
10047,1005,W,Breakfast
10048,1005,W,Breakfast
10049,1005,W,Breakfast
3303,1005,W,Breakfast
2803,567,W,Breakfast
9134,1005,W,Breakfast
15810,1005,W,Breakfast
13952,1005,W,Breakfast
19231,1005,W,Breakfast
4321,528,W,Breakfast
12644,1005,W,Breakfast
12604,1005,W,Breakfast
8837,995,W,Breakfast
1622,1005,W,Breakfast
3620,1005,W,Breakfast
5953,300,W,Breakfast
10022,1005,W,Breakfast
10025,1005,W,Breakfast
10029,1005,W,Breakfast
11131,1005,W,Breakfast
851,1005,Th,Breakfast
877,691,Th,Breakfast
10047,699,Th,Breakfast
10048,1005,Th,Breakfast
10049,1005,Th,Breakfast
3356,1005,Th,Breakfast
3405,1005,Th,Breakfast
9134,1005,Th,Breakfast
15810,195,Th,Breakfast
13952,1005,Th,Breakfast
21728,1005,Th,Breakfast
19231,459,Th,Breakfast
12644,1003,Th,Breakfast
12604,387,Th,Breakfast
8837,1005,Th,Breakfast
1622,1005,Th,Breakfast
14127,915,Th,Breakfast
5953,1005,Th,Breakfast
10022,1005,Th,Breakfast
10025,1005,Th,Breakfast
10029,1005,Th,Breakfast
11131,902,Th,Breakfast
851,1005,F,Breakfast
877,1005,F,Breakfast
10047,1005,F,Breakfast
10048,1005,F,Breakfast
10049,940,F,Breakfast
2949,1005,F,Breakfast
4255,1005,F,Breakfast
9134,1005,F,Breakfast
15810,1005,F,Breakfast
13952,1005,F,Breakfast
19231,1005,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
8391,1005,F,Breakfast
13288,1005,F,Breakfast
5953,1005,F,Breakfast
10022,1005,F,Breakfast
10025,925,F,Breakfast
10029,1005,F,Breakfast
11131,1005,F,Breakfast
851,1005,S,Breakfast
877,1005,S,Breakfast
10047,1005,S,Breakfast
10048,905,S,Breakfast
10049,1005,S,Breakfast
3136,1005,S,Breakfast
13952,977,S,Breakfast
19232,1018,S,Breakfast
12644,1005,S,Breakfast
12604,1005,S,Breakfast
1622,653,S,Breakfast
5953,1005,S,Breakfast
10022,1005,S,Breakfast
10025,1005,S,Breakfast
10029,1005,S,Breakfast
11131,13,S,Breakfast
851,1005,Su,Breakfast
10047,1005,Su,Breakfast
10048,1005,Su,Breakfast
10049,850,Su,Breakfast
3136,1005,Su,Breakfast
13952,238,Su,Breakfast
19231,1005,Su,Breakfast
21727,1005,Su,Breakfast
12644,1005,Su,Breakfast
12604,1005,Su,Breakfast
7756,1005,Su,Breakfast
1622,1005,Su,Breakfast
5953,1005,Su,Breakfast
10022,1005,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,1005,Su,Breakfast
851,1005,M,Breakfast
877,1005,M,Breakfast
10047,1005,M,Breakfast
10048,1005,M,Breakfast
10049,1005,M,Breakfast
2690,949,M,Breakfast
837,1005,M,Breakfast
841,1005,M,Breakfast
7755,1005,M,Breakfast
9134,1005,M,Breakfast
15810,1005,M,Breakfast
13952,1005,M,Breakfast
19231,1005,M,Breakfast
21727,734,M,Breakfast
12644,1005,M,Breakfast
12604,1005,M,Breakfast
15573,1005,M,Breakfast
8837,1005,M,Breakfast
14135,1005,M,Breakfast
1622,1005,M,Breakfast
13288,1007,M,Breakfast
5953,1005,M,Breakfast
10022,1005,M,Breakfast
10025,1005,M,Breakfast
10029,1005,M,Breakfast
11131,1005,M,Breakfast
851,309,T,Breakfast
877,1005,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,1005,T,Breakfast
2690,1005,T,Breakfast
3384,572,T,Breakfast
9134,1005,T,Breakfast
15810,1005,T,Breakfast
21768,976,T,Breakfast
13952,607,T,Breakfast
19231,1005,T,Breakfast
21727,1005,T,Breakfast
12644,1005,T,Breakfast
12604,1005,T,Breakfast
8837,212,T,Breakfast
1622,1005,T,Breakfast
3649,1005,T,Breakfast
13288,1005,T,Breakfast
5953,1005,T,Breakfast
10022,1005,T,Breakfast
10025,1005,T,Breakfast
10029,1005,T,Breakfast
11131,1005,T,Breakfast
851,1005,W,Breakfast
877,1005,W,Breakfast
10047,1005,W,Breakfast
10048,419,W,Breakfast
10049,1005,W,Breakfast
3303,203,W,Breakfast
9134,1005,W,Breakfast
15810,1005,W,Breakfast
16587,1005,W,Breakfast
13952,1005,W,Breakfast
19231,1005,W,Breakfast
21727,1005,W,Breakfast
4321,1005,W,Breakfast
12644,1005,W,Breakfast
12604,1005,W,Breakfast
8837,1005,W,Breakfast
1622,280,W,Breakfast
8391,1005,W,Breakfast
5953,1005,W,Breakfast
10022,555,W,Breakfast
10025,722,W,Breakfast
10029,1005,W,Breakfast
11131,1005,W,Breakfast
851,1065,Th,Breakfast
877,556,Th,Breakfast
10047,722,Th,Breakfast
10048,1005,Th,Breakfast
10049,489,Th,Breakfast
833,1005,Th,Breakfast
841,199,Th,Breakfast
2690,1005,Th,Breakfast
3405,1005,Th,Breakfast
9134,1005,Th,Breakfast
15810,1005,Th,Breakfast
21768,1005,Th,Breakfast
13952,1005,Th,Breakfast
19231,1005,Th,Breakfast
21727,1005,Th,Breakfast
12644,1005,Th,Breakfast
12604,1005,Th,Breakfast
8837,534,Th,Breakfast
1622,1005,Th,Breakfast
14127,1005,Th,Breakfast
5953,1005,Th,Breakfast
10022,1054,Th,Breakfast
10025,423,Th,Breakfast
10029,688,Th,Breakfast
11131,822,Th,Breakfast
851,1005,F,Breakfast
877,183,F,Breakfast
10047,1005,F,Breakfast
10048,1005,F,Breakfast
10049,1005,F,Breakfast
2949,1005,F,Breakfast
4255,1005,F,Breakfast
9134,1005,F,Breakfast
15810,1005,F,Breakfast
13952,911,F,Breakfast
19231,190,F,Breakfast
21727,1005,F,Breakfast
12644,1005,F,Breakfast
12604,1005,F,Breakfast
8837,1005,F,Breakfast
1622,1005,F,Breakfast
8391,1005,F,Breakfast
13288,1005,F,Breakfast
5953,1005,F,Breakfast
10022,1005,F,Breakfast
10025,1005,F,Breakfast
10029,1005,F,Breakfast
11131,1005,F,Breakfast
851,1005,S,Breakfast
877,616,S,Breakfast
10047,1005,S,Breakfast
10048,1005,S,Breakfast
10049,1005,S,Breakfast
841,375,S,Breakfast
833,1005,S,Breakfast
2690,459,S,Breakfast
3136,1005,S,Breakfast
13952,1005,S,Breakfast
19231,56,S,Breakfast
21727,1005,S,Breakfast
12644,1005,S,Breakfast
12604,1005,S,Breakfast
7756,140,S,Breakfast
1622,1005,S,Breakfast
5953,1005,S,Breakfast
10022,848,S,Breakfast
10025,1005,S,Breakfast
10029,1005,S,Breakfast
11131,1005,S,Breakfast
851,1005,Su,Breakfast
877,894,Su,Breakfast
10047,1005,Su,Breakfast
10048,1005,Su,Breakfast
10049,1005,Su,Breakfast
833,1005,Su,Breakfast
2690,1005,Su,Breakfast
3136,398,Su,Breakfast
13952,717,Su,Breakfast
19232,1005,Su,Breakfast
12604,1005,Su,Breakfast
1622,1005,Su,Breakfast
5953,265,Su,Breakfast
10022,454,Su,Breakfast
10025,1005,Su,Breakfast
10029,1005,Su,Breakfast
11131,1005,Su,Breakfast
851,1005,M,Breakfast
877,881,M,Breakfast
10047,1005,M,Breakfast
10048,1005,M,Breakfast
10049,1005,M,Breakfast
2690,1005,M,Breakfast
841,1005,M,Breakfast
833,1005,M,Breakfast
7755,922,M,Breakfast
9134,948,M,Breakfast
15810,701,M,Breakfast
13952,1005,M,Breakfast
19232,1005,M,Breakfast
21727,1005,M,Breakfast
12604,1005,M,Breakfast
12644,1005,M,Breakfast
15573,1005,M,Breakfast
8837,882,M,Breakfast
14135,1005,M,Breakfast
1622,1005,M,Breakfast
13288,1005,M,Breakfast
5953,1005,M,Breakfast
10022,1005,M,Breakfast
10025,396,M,Breakfast
10029,1005,M,Breakfast
11131,1005,M,Breakfast
851,1005,T,Breakfast
877,1005,T,Breakfast
10047,1005,T,Breakfast
10048,1005,T,Breakfast
10049,1005,T,Breakfast
841,1005,T,Breakfast
833,1005,T,Breakfast
2690,1005,T,Breakfast
3384,1005,T,Breakfast
9134,792,T,Breakfast
15810,1005,T,Breakfast
21768,1005,T,Breakfast
13952,1005,T,Breakfast
19232,1005,T,Breakfast
21727,1005,T,Breakfast
12644,348,T,Breakfast
12604,936,T,Breakfast
8837,90,T,Breakfast
1622,1005,T,Breakfast
3649,283,T,Breakfast
13288,1005,T,Breakfast
5953,1005,T,Breakfast
10022,969,T,Breakfast
10025,1005,T,Breakfast
10029,1023,T,Breakfast
11131,666,T,Breakfast
851,1005,W,Breakfast
877,1005,W,Breakfast
10047,176,W,Breakfast
10048,1005,W,Breakfast
10049,1005,W,Breakfast
833,1005,W,Breakfast
841,1005,W,Breakfast
2690,1005,W,Breakfast
3303,1005,W,Breakfast
9134,1005,W,Breakfast
15810,1005,W,Breakfast
16587,509,W,Breakfast
13952,1005,W,Breakfast
19232,222,W,Breakfast
21727,1005,W,Breakfast
4321,1005,W,Breakfast
12644,1005,W,Breakfast
12604,1005,W,Breakfast
8837,1005,W,Breakfast
1622,1005,W,Breakfast
3620,1005,W,Breakfast
5953,1005,W,Breakfast
10022,1005,W,Breakfast
10025,511,W,Breakfast
10029,1005,W,Breakfast
11131,416,W,Breakfast
13288,1005,Th,Breakfast
851,1005,Th,Breakfast
877,388,Th,Breakfast
10047,1005,Th,Breakfast
10048,1005,Th,Breakfast
10049,1005,Th,Breakfast
833,1005,Th,Breakfast
841,7,Th,Breakfast
2690,1005,Th,Breakfast
3405,1076,Th,Breakfast
9134,1005,Th,Breakfast
15810,1005,Th,Breakfast
21768,946,Th,Breakfast
13952,646,Th,Breakfast
19232,1005,Th,Breakfast
21727,1005,Th,Breakfast
